Country,Year,avg_goldstein,avg_tone,total_mentions,total_articles,event_count,ActionGeo_CountryCode
Australia,2015,0.8490404512470179,-1.0489264909301792,48066549,46847141,1720392,AS
Australia,2016,0.7501590580224873,-1.5363335211355236,36090710,35282709,1813808,AS
Australia,2017,0.7531282936836564,-1.3092514991435014,27424045,26884036,1700226,AS
Australia,2018,0.8667816331972277,-1.3784184174595493,27612757,26608628,1556395,AS
Australia,2019,0.5341603569497018,-2.035510941813272,17034027,16521577,1198158,AS
Australia,2020,0.7398956065848429,-2.0611233469035315,17978481,17453765,1126898,AS
Australia,2021,0.8321436189588585,-1.774960598863695,11808089,11464459,914183,AS
Australia,2022,1.0087456435957256,-1.254931900857763,6779867,6573863,694381,AS
Australia,2023,0.9602737045821342,-1.2119786931425787,22272451,20875421,1129545,AS
Australia,2024,0.8722180475721502,-1.315386787018784,25359348,23488744,1131176,AS
Australia,2025,0.7267812500657049,-1.4430170136886573,20748060,18843637,951214,AS
Brazil,1980,1.9306778476589803,4.4527099015276725,6247,6145,1431,BR
Brazil,1981,0.7520286396181385,4.556298261685704,8632,8582,2095,BR
Brazil,1982,1.3587670727205605,4.826608149486177,11074,11005,2709,BR
Brazil,1983,1.0106198526224532,4.291670095419085,9218,9174,2307,BR
Brazil,1984,1.0024044883783059,4.723602014113415,15009,14943,3743,BR
Brazil,1985,1.054064798250844,4.900541497247999,19728,19631,5031,BR
Brazil,1986,1.4206038135593222,4.590985672393351,15747,15673,3776,BR
Brazil,1987,1.380781584582441,3.9249985744840696,16629,16526,3736,BR
Brazil,1988,1.7201607185062633,3.93840606830908,19018,18837,4231,BR
Brazil,1989,0.9416066801036571,4.226544910935055,15106,15044,3473,BR
Brazil,1990,0.967010974822466,4.101579360430906,13549,13450,3098,BR
Brazil,1991,1.311984681234512,4.10535350746243,24906,24692,4439,BR
Brazil,1992,1.1761224033951307,4.47821781542767,19916,19714,4477,BR
Brazil,1993,-0.351749157812905,3.8778856279237464,17755,17667,3859,BR
Brazil,1994,0.8374777624036375,4.181967922998206,23277,23105,5059,BR
Brazil,1995,1.5777821625887924,4.506127830960094,31400,31013,7602,BR
Brazil,1996,1.7353912182238371,5.276060811888362,54475,53888,12116,BR
Brazil,1997,1.7672205294229673,5.5791883724756355,95388,94411,21004,BR
Brazil,1998,1.5237178354825414,5.1630659972654,77248,76680,16983,BR
Brazil,1999,1.357810180738671,5.289024926197799,106060,104993,22906,BR
Brazil,2000,1.0758836981378632,5.089942954723857,72701,71308,15305,BR
Brazil,2001,0.9995293519048527,5.289570390844215,68543,68160,15723,BR
Brazil,2002,1.0769801778285337,5.731958514275177,49435,49085,12259,BR
Brazil,2003,1.4166725873297814,5.750786796214461,112944,111928,25335,BR
Brazil,2004,1.3431862719135643,5.55894756973235,78575,77956,18881,BR
Brazil,2005,0.4150364963503649,4.97860719400114,68630,68139,16440,BR
Brazil,2006,0.6400543502472487,5.025204684367769,118307,74186,22447,BR
Brazil,2007,0.9124599918856784,5.096801629690943,257299,196965,44366,BR
Brazil,2008,1.0546139495871232,3.84635849371819,393367,340669,69149,BR
Brazil,2009,1.3554460373602002,4.443376412872368,935710,871403,132601,BR
Brazil,2010,1.617179475097772,5.7109407795971725,665180,606971,84892,BR
Brazil,2011,1.2584486821521215,5.682969479629756,911317,866275,100998,BR
Brazil,2012,1.402323340266778,5.466578987110863,966883,929259,104806,BR
Brazil,2013,1.2287431271038551,2.413828745492792,1344302,1323115,136956,BR
Brazil,2014,1.286266224958693,2.3919087880634393,1104814,1089067,121649,BR
Brazil,2015,1.0215169607919652,-1.2060646607980146,2094545,2050027,189260,BR
Brazil,2016,0.6510321356097017,-2.5885202839892476,4098335,4002204,278259,BR
Brazil,2017,0.566994078682223,-2.1667003999781342,2708493,2651124,193538,BR
Brazil,2018,0.7504998792308579,-1.857564959564306,2684067,2624250,190446,BR
Brazil,2019,0.7295867086368464,-2.192777418960896,2900119,2848939,220474,BR
Brazil,2020,0.8099356290391654,-2.576545417145251,1985061,1956234,156440,BR
Brazil,2021,0.7552016186658039,-2.0975514618263555,1607701,1583587,132949,BR
Brazil,2022,0.9641681322546596,-1.598369398578788,1283656,1261887,113720,BR
Brazil,2023,1.1473195642437968,-1.4141246828069864,1894981,1847265,171931,BR
Brazil,2024,1.0953773617137605,-1.3403125464529806,1505729,1478071,146345,BR
Brazil,2025,1.0927764570174583,-1.3283196061260716,1654795,1619223,142174,BR
Canada,1980,1.2328091684434974,5.325430241129495,15069,14954,3752,CA
Canada,1981,0.9826734293193721,5.244204613434063,25132,24927,6112,CA
Canada,1982,0.7752724077328649,4.968365731339467,22362,22221,5690,CA
Canada,1983,0.7863829787234041,5.064029796499745,33662,33352,7990,CA
Canada,1984,0.9117433414043581,5.390587073837878,35166,34867,8260,CA
Canada,1985,0.9126417424497589,4.959145407599603,36306,36122,8907,CA
Canada,1986,0.8900370326125908,4.692676253309513,32660,32473,8371,CA
Canada,1987,1.4391806831080391,4.951999899466194,39907,39616,9691,CA
Canada,1988,1.304265402843602,5.060063124633725,33962,33652,8018,CA
Canada,1989,1.133077270673294,4.659374452577401,29414,29185,6639,CA
Canada,1990,1.11170922809054,4.985138813631436,29512,29262,6892,CA
Canada,1991,1.2848967989123712,5.006559285427141,39044,38724,8091,CA
Canada,1992,1.6845037137069547,4.9832083495000195,24455,24219,5924,CA
Canada,1993,1.361631378935939,5.4580280298831445,30686,30534,7368,CA
Canada,1994,1.0885732061385307,5.161421425855921,39690,39083,9644,CA
Canada,1995,0.6828100874935664,4.911830110925806,53638,52532,13601,CA
Canada,1996,1.3493031846420784,5.459825493334061,75568,74321,17867,CA
Canada,1997,1.665595942519019,5.554378718993298,90565,89225,21294,CA
Canada,1998,1.2301165039384934,5.2559337439677485,106087,103461,21201,CA
Canada,1999,1.350518395380375,5.653759263016968,111649,109826,22859,CA
Canada,2000,1.0833066366509374,5.51298554473497,108663,103266,23099,CA
Canada,2001,0.9057440289416369,5.539556969851926,116222,115295,27089,CA
Canada,2002,1.0329914793538189,5.619755689723155,109943,109194,25937,CA
Canada,2003,0.7704920924216593,5.491943502022102,161635,160357,34018,CA
Canada,2004,0.9015286282572744,5.7529868865581175,95176,94510,22373,CA
