Country,Year,avg_goldstein,avg_tone,mention_share,spike_ratio,missing_baseline,description,cluster
Argentina,2008,0.8735376925753695,3.5894508462469816,0.0030862634255287,0.9693968624557464,False,Event volume around its typical baseline (1.0x). Average event tone was positive (3.59). Average Goldstein score was 0.87.,0
Argentina,2009,1.034565927000561,4.609426233057064,0.0033656156006095,1.1997689574998862,False,Event volume around its typical baseline (1.2x). Average event tone was positive (4.61). Average Goldstein score was 1.03.,0
Argentina,2010,0.9314342177185388,5.534411230585486,0.0024822456441312,0.9310076844241956,False,Event volume around its typical baseline (0.9x). Average event tone was positive (5.53). Average Goldstein score was 0.93.,0
Argentina,2011,0.8825864129435559,5.390883670411062,0.0015804394496778,0.607840616757751,False,Event volume around its typical baseline (0.6x). Average event tone was positive (5.39). Average Goldstein score was 0.88.,0
Argentina,2012,0.7748242661448146,4.839606195328087,0.0024886249289075,0.9885230817553016,False,Event volume around its typical baseline (1.0x). Average event tone was positive (4.84). Average Goldstein score was 0.77.,0
Argentina,2013,1.0316025376727362,2.562372240661257,0.0029213574751256,1.1233234647860952,False,Event volume around its typical baseline (1.1x). Average event tone was positive (2.56). Average Goldstein score was 1.03.,0
Argentina,2014,1.119462769619091,2.4344913731363294,0.0017750760879729,0.6913214463182585,False,Event volume around its typical baseline (0.7x). Average event tone was positive (2.43). Average Goldstein score was 1.12.,0
Argentina,2015,0.6233534690624439,-1.082924717122566,0.0017021588259103,0.756666798511027,False,Event volume around its typical baseline (0.8x). Average event tone was negative (-1.08). Average Goldstein score was 0.62.,1
Argentina,2016,1.106625986548316,-1.4469930849569674,0.0014947810545717,0.7139998414923475,False,Event volume around its typical baseline (0.7x). Average event tone was negative (-1.45). Average Goldstein score was 1.11.,1
Argentina,2017,1.1834096591041852,-1.5751136701935968,0.0015418944030579,0.7425807381861576,False,Event volume around its typical baseline (0.7x). Average event tone was negative (-1.58). Average Goldstein score was 1.18.,1
Argentina,2018,1.5703491992201437,-1.3554088040004562,0.0022504679458783,1.1925829676791242,False,Event volume around its typical baseline (1.2x). Average event tone was negative (-1.36). Average Goldstein score was 1.57.,1
Argentina,2019,1.2440786092214664,-1.5720225460295825,0.0011249419051222,0.6417693670810394,False,Event volume around its typical baseline (0.6x). Average event tone was negative (-1.57). Average Goldstein score was 1.24.,1
Argentina,2020,1.1813629299747173,-1.7488954721795946,0.0009194354784813,0.5665564550661739,False,Event volume around its typical baseline (0.6x). Average event tone was negative (-1.75). Average Goldstein score was 1.18.,1
Argentina,2021,1.2102141991108712,-1.1845421019980849,0.0008616630847689,0.5876428027618182,False,Event volume around its typical baseline (0.6x). Average event tone was negative (-1.18). Average Goldstein score was 1.21.,1
Argentina,2022,1.1348309873116569,-1.318212969109145,0.0010668022408641,0.7963109042259575,False,Event volume around its typical baseline (0.8x). Average event tone was negative (-1.32). Average Goldstein score was 1.13.,1
Argentina,2023,1.3597602207723372,-0.8285968352851197,0.0010900875824613,0.8758100333343719,False,Event volume around its typical baseline (0.9x). Average event tone was negative (-0.83). Average Goldstein score was 1.36.,1
Argentina,2024,1.1408761563082557,-1.5131312880389105,0.0012337237322713,1.2183890170227611,False,Event volume around its typical baseline (1.2x). Average event tone was negative (-1.51). Average Goldstein score was 1.14.,1
Argentina,2025,1.336816897117809,-1.213367858913932,0.0018124440320955,1.75226693834185,False,Event volume somewhat elevated above its typical baseline (1.8x). Average event tone was negative (-1.21). Average Goldstein score was 1.34.,3
Australia,1980,1.5736509758897814,4.572607225587622,0.0052345316689165,1.0,True,Event volume around its typical baseline (1.0x). Average event tone was positive (4.57). Average Goldstein score was 1.57.,0
Australia,1981,1.0625400641025655,4.8212693976402425,0.0060848965945207,1.1624529144897082,False,Event volume around its typical baseline (1.2x). Average event tone was positive (4.82). Average Goldstein score was 1.06.,0
Australia,1982,0.754780467788264,4.859425807947841,0.0050305710258437,0.8888383598123736,False,Event volume around its typical baseline (0.9x). Average event tone was positive (4.86). Average Goldstein score was 0.75.,0
Australia,1983,0.9652821541105698,5.068856738520425,0.0077903844516304,1.4294284018845946,False,Event volume around its typical baseline (1.4x). Average event tone was positive (5.07). Average Goldstein score was 0.97.,0
Australia,1984,0.97984241628365,4.564978808632276,0.0061656671105827,1.0216353106489526,False,Event volume around its typical baseline (1.0x). Average event tone was positive (4.56). Average Goldstein score was 0.98.,0
Australia,1985,1.317537313432836,4.93630165452729,0.0090549765189003,1.4939222142917126,False,Event volume around its typical baseline (1.5x). Average event tone was positive (4.94). Average Goldstein score was 1.32.,0
Australia,1986,1.338626933232742,4.211686038932682,0.0094467419303117,1.384077347546499,False,Event volume around its typical baseline (1.4x). Average event tone was positive (4.21). Average Goldstein score was 1.34.,0
Australia,1987,1.1509251968503935,3.951812692057907,0.0087296950346439,1.1643213320596522,False,Event volume around its typical baseline (1.2x). Average event tone was positive (3.95). Average Goldstein score was 1.15.,0
Australia,1988,1.588285767580674,3.635055678251213,0.0093825800773722,1.1390091702509002,False,Event volume around its typical baseline (1.1x). Average event tone was positive (3.64). Average Goldstein score was 1.59.,0
Australia,1989,1.726211055276382,3.5728731879432285,0.0094789121295994,1.107876030424596,False,Event volume around its typical baseline (1.1x). Average event tone was positive (3.57). Average Goldstein score was 1.73.,0
Australia,1990,1.459640792733278,3.543433306781868,0.0089156855498653,0.9671429275546354,False,Event volume around its typical baseline (1.0x). Average event tone was positive (3.54). Average Goldstein score was 1.46.,0
Australia,1991,1.3940581380458443,4.323837292925249,0.0103385249391452,1.1248870194146392,False,Event volume around its typical baseline (1.1x). Average event tone was positive (4.32). Average Goldstein score was 1.39.,0
Australia,1992,1.7491228070175435,4.224838441964309,0.0128340100370377,1.3698261364794848,False,Event volume around its typical baseline (1.4x). Average event tone was positive (4.22). Average Goldstein score was 1.75.,0
Australia,1993,1.237157038466841,4.319842900720749,0.011187484909277,1.097894797552662,False,Event volume around its typical baseline (1.1x). Average event tone was positive (4.32). Average Goldstein score was 1.24.,0
Australia,1994,0.6778611797951253,4.632990716698942,0.0116967402685112,1.1085987168911,False,Event volume around its typical baseline (1.1x). Average event tone was positive (4.63). Average Goldstein score was 0.68.,0
Australia,1995,0.7011275600214777,4.958074651672991,0.0118367761024675,1.0766099225635697,False,Event volume around its typical baseline (1.1x). Average event tone was positive (4.96). Average Goldstein score was 0.70.,0
Australia,1996,0.7419588434488144,5.357258413436836,0.0121310567538404,1.047703900838436,False,Event volume around its typical baseline (1.0x). Average event tone was positive (5.36). Average Goldstein score was 0.74.,0
Australia,1997,0.9701277561288416,5.417830073262999,0.009607359728407,0.8048243115090883,False,Event volume around its typical baseline (0.8x). Average event tone was positive (5.42). Average Goldstein score was 0.97.,0
Australia,1998,0.863782833707646,5.295065865639401,0.0087735455643973,0.7769780412280629,False,Event volume around its typical baseline (0.8x). Average event tone was positive (5.30). Average Goldstein score was 0.86.,0
Australia,1999,0.8426435765028109,5.553967930682533,0.0128651326961571,1.1902136009181816,False,Event volume around its typical baseline (1.2x). Average event tone was positive (5.55). Average Goldstein score was 0.84.,0
Australia,2000,0.964719282774838,5.402680500650182,0.010880242140484,0.9852815944542874,False,Event volume around its typical baseline (1.0x). Average event tone was positive (5.40). Average Goldstein score was 0.96.,0
Australia,2001,0.8221121903375832,5.298334373713239,0.0105935885797158,0.976235582894894,False,Event volume around its typical baseline (1.0x). Average event tone was positive (5.30). Average Goldstein score was 0.82.,0
Australia,2002,0.2977775026310899,5.119429685622243,0.0136100699358897,1.2907913343802284,False,Event volume around its typical baseline (1.3x). Average event tone was positive (5.12). Average Goldstein score was 0.30.,0
Australia,2003,0.4845358364489701,5.189158918376461,0.0130236523061506,1.1480130624252265,False,Event volume around its typical baseline (1.1x). Average event tone was positive (5.19). Average Goldstein score was 0.48.,0
Australia,2004,0.3442484380742373,5.295638159953673,0.0134334046313111,1.1015920068350349,False,Event volume around its typical baseline (1.1x). Average event tone was positive (5.30). Average Goldstein score was 0.34.,0
Australia,2005,0.5616988324994046,5.273968074286137,0.0188488648977301,1.5314081576547676,False,Event volume somewhat elevated above its typical baseline (1.5x). Average event tone was positive (5.27). Average Goldstein score was 0.56.,3
Australia,2006,0.7389173105033149,5.485025709864906,0.0199798414763608,1.4372005539040484,False,Event volume around its typical baseline (1.4x). Average event tone was positive (5.49). Average Goldstein score was 0.74.,0
Australia,2007,0.4032457724997778,5.3787426230452455,0.0329771108596953,2.089914606533687,False,Event volume somewhat elevated above its typical baseline (2.1x). Average event tone was positive (5.38). Average Goldstein score was 0.40.,3
Australia,2008,0.3270243944325633,5.3552046478951,0.0421092923285155,2.142685764265827,False,Event volume somewhat elevated above its typical baseline (2.1x). Average event tone was positive (5.36). Average Goldstein score was 0.33.,3
Australia,2009,0.597313471344769,5.532019845956097,0.0394441941136783,1.5486711550363956,False,Event volume somewhat elevated above its typical baseline (1.5x). Average event tone was positive (5.53). Average Goldstein score was 0.60.,3
Australia,2010,0.7652229597813354,5.696139103340584,0.0339824451023328,1.10793555681928,False,Event volume around its typical baseline (1.1x). Average event tone was positive (5.70). Average Goldstein score was 0.77.,0
Australia,2011,0.7013721847927575,5.630544085217217,0.0294505738460348,0.8739411768543154,False,Event volume around its typical baseline (0.9x). Average event tone was positive (5.63). Average Goldstein score was 0.70.,0
Australia,2012,0.6994754676295933,5.225417729328462,0.0293980995695473,0.8259581421465096,False,Event volume around its typical baseline (0.8x). Average event tone was positive (5.23). Average Goldstein score was 0.70.,0
Australia,2013,0.8340269417680234,2.622093377073909,0.0261596559937755,0.7500563481437968,False,Event volume around its typical baseline (0.8x). Average event tone was positive (2.62). Average Goldstein score was 0.83.,0
Australia,2014,0.7565316651686655,2.469740014253515,0.033782891946392,1.066143801444308,False,Event volume around its typical baseline (1.1x). Average event tone was positive (2.47). Average Goldstein score was 0.76.,0
Australia,2015,0.8490404512470179,-1.0489264909301792,0.0705300476207085,2.3083182218468363,False,Event volume somewhat elevated above its typical baseline (2.3x). Average event tone was negative (-1.05). Average Goldstein score was 0.85.,3
Australia,2016,0.7501590580224873,-1.5363335211355236,0.0470476536256512,1.2425348160829606,False,Event volume around its typical baseline (1.2x). Average event tone was negative (-1.54). Average Goldstein score was 0.75.,1
Australia,2017,0.7531282936836564,-1.3092514991435014,0.0396216164377634,0.957421530665492,False,Event volume around its typical baseline (1.0x). Average event tone was negative (-1.31). Average Goldstein score was 0.75.,1
Australia,2018,0.8667816331972277,-1.3784184174595493,0.0405829479833653,0.9344800429591928,False,Event volume around its typical baseline (0.9x). Average event tone was negative (-1.38). Average Goldstein score was 0.87.,1
Australia,2019,0.5341603569497018,-2.035510941813272,0.0290488705270819,0.6272288721328054,False,Event volume around its typical baseline (0.6x). Average event tone was negative (-2.04). Average Goldstein score was 0.53.,1
Australia,2020,0.7398956065848429,-2.0611233469035315,0.0394886163754278,0.8704408274346296,False,Event volume around its typical baseline (0.9x). Average event tone was negative (-2.06). Average Goldstein score was 0.74.,1
Australia,2021,0.8321436189588585,-1.774960598863695,0.0320010139865464,0.8172292305878597,False,Event volume around its typical baseline (0.8x). Average event tone was negative (-1.77). Average Goldstein score was 0.83.,1
Australia,2022,1.0087456435957256,-1.254931900857763,0.0208979407927222,0.5781118284360702,False,Event volume around its typical baseline (0.6x). Average event tone was negative (-1.25). Average Goldstein score was 1.01.,1
Australia,2023,0.9602737045821342,-1.2119786931425789,0.0508315392843443,1.5686869142453037,False,Event volume somewhat elevated above its typical baseline (1.6x). Average event tone was negative (-1.21). Average Goldstein score was 0.96.,3
Australia,2024,0.8722180475721502,-1.315386787018784,0.0629013296685851,1.8256825591098955,False,Event volume somewhat elevated above its typical baseline (1.8x). Average event tone was negative (-1.32). Average Goldstein score was 0.87.,3
Australia,2025,0.7267812500657049,-1.443017013688657,0.0577799558170086,1.4016066477162277,False,Event volume around its typical baseline (1.4x). Average event tone was negative (-1.44). Average Goldstein score was 0.73.,1
Brazil,1980,1.9306778476589803,4.4527099015276725,0.0045291024010695,1.0,True,Event volume around its typical baseline (1.0x). Average event tone was positive (4.45). Average Goldstein score was 1.93.,0
Brazil,1981,0.7520286396181385,4.556298261685704,0.0048652118751299,1.0742110564735936,False,Event volume around its typical baseline (1.1x). Average event tone was positive (4.56). Average Goldstein score was 0.75.,0
Brazil,1982,1.3587670727205603,4.826608149486177,0.0056926776558546,1.2119410716920662,False,Event volume around its typical baseline (1.2x). Average event tone was positive (4.83). Average Goldstein score was 1.36.,0
Brazil,1983,1.0106198526224532,4.291670095419085,0.0047861746117788,0.95171548443862,False,Event volume around its typical baseline (1.0x). Average event tone was positive (4.29). Average Goldstein score was 1.01.,0
Brazil,1984,1.002404488378306,4.723602014113415,0.0074527259130818,1.5000580600265812,False,Event volume somewhat elevated above its typical baseline (1.5x). Average event tone was positive (4.72). Average Goldstein score was 1.00.,3
Brazil,1985,1.054064798250844,4.900541497247999,0.0085792227819069,1.5697973625992123,False,Event volume somewhat elevated above its typical baseline (1.6x). Average event tone was positive (4.90). Average Goldstein score was 1.05.,3
Brazil,1986,1.4206038135593222,4.590985672393351,0.0066267749989584,1.0560256705060036,False,Event volume around its typical baseline (1.1x). Average event tone was positive (4.59). Average Goldstein score was 1.42.,0
Brazil,1987,1.380781584582441,3.9249985744840696,0.0068419710011355,1.0323584032018664,False,Event volume around its typical baseline (1.0x). Average event tone was positive (3.92). Average Goldstein score was 1.38.,0
Brazil,1988,1.7201607185062633,3.93840606830908,0.0075021193151761,1.0940222112484963,False,Event volume around its typical baseline (1.1x). Average event tone was positive (3.94). Average Goldstein score was 1.72.,0
Brazil,1989,0.9416066801036572,4.226544910935055,0.0062478596138288,0.8442411450243524,False,Event volume around its typical baseline (0.8x). Average event tone was positive (4.23). Average Goldstein score was 0.94.,0
Brazil,1990,0.967010974822466,4.101579360430906,0.005722612322475,0.7992933517688291,False,Event volume around its typical baseline (0.8x). Average event tone was positive (4.10). Average Goldstein score was 0.97.,0
