Country,Year,Spending
Japan,1981,0.009166481529716396
Japan,1982,0.009263755668820484
Japan,1983,0.00952297427190256
Japan,1984,0.009584041587589735
Japan,1985,0.009593979139648804
Japan,1986,0.00962811252055438
Japan,1987,0.009655109128384675
Japan,1988,0.009497088587314803
Japan,1989,0.009407810358868824
Japan,1990,0.009417917661326932
Japan,1991,0.00940821904384541
Japan,1992,0.009483124403317089
Japan,1993,0.009506638247552263
Japan,1994,0.008872478075430104
Japan,1995,0.008859002848830984
Japan,1996,0.008771796534010804
Japan,1997,0.008872666333280335
Japan,1998,0.009119432376821748
Japan,1999,0.009196659096398288
Japan,2000,0.009025390011093223
Japan,2001,0.009182226583934201
Japan,2002,0.00926382461905803
Japan,2003,0.00928977816035026
Japan,2004,0.009175340667570586
Japan,2005,0.009086078461766631
Japan,2006,0.008939750187766157
Japan,2007,0.008763916918087816
Japan,2008,0.008984392211198722
Japan,2009,0.009643510906022628
Japan,2010,0.00940458443229744
Japan,2011,0.009676399104445446
Japan,2012,0.009474807915674833
Japan,2013,0.009298405043753484
Japan,2014,0.009407477854217512
Japan,2015,0.009285848783657085
Japan,2016,0.009101129628077456
Japan,2017,0.008937632162429507
Japan,2018,0.009413191592987058
Japan,2019,0.009680656934306569
Japan,2020,0.009902895694674882
Japan,2021,0.01025969726735485
Japan,2022,0.009699722055337265
Japan,2023,0.010968772934042971
Japan,2024,0.012946292015779863
Japan,2025,0.014116699864430388
"Korea, North",1980,
"Korea, North",1981,
"Korea, North",1982,
"Korea, North",1983,
"Korea, North",1984,
"Korea, North",1985,
"Korea, North",1986,
"Korea, North",1987,
"Korea, North",1988,
"Korea, North",1989,
"Korea, North",1990,
"Korea, North",1991,
"Korea, North",1992,
"Korea, North",1993,
"Korea, North",1994,
"Korea, North",1995,
"Korea, North",1996,
"Korea, North",1997,
"Korea, North",1998,
"Korea, North",1999,
"Korea, North",2000,
"Korea, North",2001,
"Korea, North",2002,
"Korea, North",2003,
"Korea, North",2004,
"Korea, North",2005,
"Korea, North",2006,
"Korea, North",2007,
"Korea, North",2008,
"Korea, North",2009,
"Korea, North",2010,
"Korea, North",2011,
"Korea, North",2012,
"Korea, North",2013,
"Korea, North",2014,
"Korea, North",2015,
"Korea, North",2016,
"Korea, North",2017,
"Korea, North",2018,
"Korea, North",2019,
"Korea, North",2020,
"Korea, North",2021,
"Korea, North",2022,
"Korea, North",2023,
"Korea, North",2024,
"Korea, North",2025,
"Korea, South",1980,0.06398772113209045
"Korea, South",1981,0.06415857297826628
"Korea, South",1982,0.06240894485342073
"Korea, South",1983,0.05726813608425009
"Korea, South",1984,0.05254535392775151
"Korea, South",1985,0.05225531684628279
"Korea, South",1986,0.04948256250942161
"Korea, South",1987,0.04468605550459541
"Korea, South",1988,0.04281215937992007
"Korea, South",1989,0.04290235294911503
"Korea, South",1990,0.04002304289221855
"Korea, South",1991,0.03711127841079668
"Korea, South",1992,0.036902726902726904
"Korea, South",1993,0.03417894838239139
"Korea, South",1994,0.031927526689554626
"Korea, South",1995,0.02892332986188096
"Korea, South",1996,0.027434796633334774
"Korea, South",1997,0.026633878077206418
"Korea, South",1998,0.027944420039170463
"Korea, South",1999,0.024925772197961146
"Korea, South",2000,0.02309863371281914
"Korea, South",2001,0.022802338166751732
"Korea, South",2002,0.021694477537907472
"Korea, South",2003,0.02175241245295323
"Korea, South",2004,0.021657883244234906
"Korea, South",2005,0.022804017893109235
"Korea, South",2006,0.0229892381866626
"Korea, South",2007,0.022709353751589088
"Korea, South",2008,0.0238850767922871
"Korea, South",2009,0.024999015379077782
"Korea, South",2010,0.023612279233069064
"Korea, South",2011,0.023711428899064687
"Korea, South",2012,0.02392059497332536
"Korea, South",2013,0.023912870731854777
"Korea, South",2014,0.024132723111010855
"Korea, South",2015,0.023763712275444975
"Korea, South",2016,0.02335799842142598
"Korea, South",2017,0.022981310727609377
"Korea, South",2018,0.023615096789584518
"Korea, South",2019,0.02519319979440656
"Korea, South",2020,0.026429770690201228
"Korea, South",2021,0.02619049412440007
"Korea, South",2022,0.02576425603950086
"Korea, South",2023,0.025992577105255356
"Korea, South",2024,0.02538385597882776
"Korea, South",2025,0.02601468951273027
Mexico,1980,0.004161073825503355
Mexico,1981,0.00513301014380576
Mexico,1982,0.004954194175751062
Mexico,1983,0.005228663139882118
Mexico,1984,0.006598190599278961
Mexico,1985,0.006763131393438279
Mexico,1986,0.0063462246309670374
